"","X","alpha_0","beta","gamma","w","a","N_Lin.N","Mean_Lin.Z_mean","Var_Lin.Z_var","N_SD025.N","Mean_SD025.Z_mean","Var_SD025.Z_var","N_SD100.N","Mean_SD100.Z_mean","Var_SD100.Z_var","alpha_0","beta","gamma","w","a","N_SD050.N","Mean_SD050.Z_mean","Var_SD050.Z_var","N_SD075.N","Mean_SD075.Z_mean","Var_SD075.Z_var","N_SD125.N","Mean_SD125.Z_mean","Var_SD125.Z_var"
"8937",8937,2.240876,135.17249,0.189784,0.268147,6.3e-05,27153.77,0.591165,7.7e-05,26847.18,0.587646,8.1e-05,5137.335,0.523728,0.000316,2.240876,135.17249,0.189784,0.268147,6.3e-05,26535.441093432,0.584094280041114,9.2433345497491e-05,25720.6933475604,0.578509486888722,0.000128175343929639,2.14719959142615e-32,0.0704724071967442,0.000343619369863277
"8938",8938,1.865316,74.13796,0.21656,0.113235,2.5e-05,60870.48,0.592055,0.000157,60561.06,0.588964,0.00016,59192.35,0.580051,0.000196,1.865316,74.13796,0.21656,0.113235,2.5e-05,60811.9422984176,0.586024445022111,0.000166433329744497,60350.6248986712,0.583081668910219,0.000176497623931572,59195.1051648286,0.57676368689216,0.00024388671229863
"8939",8939,1.91497,109.15309,0.264163,0.15115,2.1e-05,70655.14,0.595963,0.000137,70498.92,0.594211,0.000139,70073.51,0.589549,0.000177,1.91497,109.15309,0.264163,0.15115,2.1e-05,71477.215634717,0.592763408681479,0.000143614687285987,71339.3670034555,0.591471055972265,0.00015128953489746,16686.5364933997,0.571594512083317,0.000535555388246675
"8940",8940,2.00118,106.48768,0.381864,0.363728,7.5e-05,15368.67,0.578599,8e-05,14446.15,0.570572,8.7e-05,45.42788,0.506573,0.000186,2.00118,106.48768,0.381864,0.363728,7.5e-05,13082.3180362305,0.560947566261616,0.000100932179444926,10129.7288384452,0.545417988888096,0.000130146867033464,1.76459005507416e-36,0.242350013273026,0.000163242232097437
"8941",8941,2.385517,121.5835,0.362994,0.125702,2.7e-05,70100,0.597548,0.000115,70033.15,0.596437,0.000115,69931.41,0.593435,0.000139,2.385517,121.5835,0.362994,0.125702,2.7e-05,69418.2573100724,0.59540290198352,0.000116611386928083,69372.9200253779,0.594626324866193,0.000120538514661085,0.0530545436775372,0.502241714737528,0.000784777457308314
"8942",8942,0.79135,107.73019,0.374972,0.215926,6.5e-05,0.003181,0.554979,0.000298,0,0.162138,0.000414,0,0.074989,0.000123,0.79135,107.73019,0.374972,0.215926,6.5e-05,1.40701185299513e-64,0.120617472156732,0.00014782170245137,5.13222168939394e-66,0.103853794261353,0.000134356634099671,1.48488405517975e-68,0.0590365658143185,0.000116458178103278
"8943",8943,0.691832,144.87353,0.260409,0.389836,9.7e-05,549.7588,0.588558,0.000141,0,0.126068,0.000166,0,0.058889,9e-05,0.691832,144.87353,0.260409,0.389836,9.7e-05,1.29542359968634e-45,0.105422545947417,9.25421207172065e-05,1.34472837391884e-46,0.0891531128033199,9.06735004156745e-05,5.31863261451761e-48,0.0424909504112184,8.60189551864239e-05
"8944",8944,1.002333,130.02156,0.396779,0.056643,2.4e-05,21679.71,0.578514,0.000114,18939.05,0.569278,0.000124,0,0.155286,0.001364,1.002333,130.02156,0.396779,0.056643,2.4e-05,12618.2002094441,0.557082734936603,0.00014516784767862,7.37057834059383e-35,0.319096244315895,0.000195560165920054,8.15917485495592e-73,0.0664581341556445,0.00024600957470638
"8945",8945,0.849185,120.54156,0.341891,0.31267,2.7e-05,8617.129,0.56292,0.000146,4274.384,0.550576,0.000135,0,0.086306,0.000235,0.849185,120.54156,0.341891,0.31267,2.7e-05,3.16435303181196e-07,0.541800838737568,0.000178817568687851,1.84373406268834e-05,0.498153805230291,6.48442969869943e-05,2.84647291826516e-62,0.0600438095927072,0.000182117059765851
"8946",8946,0.684894,95.62486,0.186767,0.350406,2.2e-05,12567.3,0.558934,0.000211,10186.53,0.548136,2e-04,0,0.111571,0.000537,0.684894,95.62486,0.186767,0.350406,2.2e-05,7016.07201188883,0.536347272599929,0.000213182394314673,3709.83541714982,0.52393235847353,0.000203631884099943,4.20077342484978e-31,0.0795548635488658,0.000387168933674835
"8947",8947,1.78034,34.57499,0.295427,0.250467,7.3e-05,15144.21,0.549529,0.000152,14663.23,0.542952,0.000152,12341.29,0.516809,0.000175,1.78034,34.57499,0.295427,0.250467,7.3e-05,14137.6743983655,0.535696140011132,0.000155108929771794,13394.479100147,0.527259038588057,0.000162352580137902,10992.9011278832,0.503403915205401,0.000199394463832699
"8948",8948,2.189609,98.51354,0.249579,0.021917,8e-05,23617.81,0.58745,8e-05,23247.64,0.582814,8.4e-05,20207.65,0.561716,0.000162,2.189609,98.51354,0.249579,0.021917,8e-05,22784.6605754903,0.577915740357148,9.28624856607616e-05,22042.2960458248,0.572190847660383,0.000111269399095894,3382.59165608387,0.501606453592716,0.000280229831487375
"8949",8949,0.730495,115.5443,0.208311,0.321674,8.3e-05,3983.875,0.570094,0.000219,0,0.162376,0.000485,0,0.068393,0.000125,0.730495,115.5443,0.208311,0.321674,8.3e-05,5.64223383274838e-34,0.115725213930632,0.00014155446597712,5.14923510017571e-35,0.0983304222303029,0.000129113010613808,5.18038107886369e-37,0.0516696642722947,0.000120109039086372
"8950",8950,2.476647,31.1286,0.169512,0.071493,4.5e-05,48679.44,0.58249,0.000188,48354.55,0.577604,0.000191,46875.44,0.562511,0.00021,2.476647,31.1286,0.169512,0.071493,4.5e-05,48008.942233487,0.57262533658795,0.000195167141636694,47511.8370653283,0.567561606071825,0.000201309082216138,46328.8824691994,0.557748352140216,0.000221743767666554
"8951",8951,1.309675,72.30601,0.22843,0.126682,8e-06,125755.1,0.594697,0.00027,125418.3,0.592447,0.000273,124086.1,0.586302,0.000305,1.309675,72.30601,0.22843,0.126682,8e-06,125004.876994962,0.590206546171189,0.000278308969477556,124521.943757435,0.588110171241393,0.000287290137980953,123866.824940221,0.58455869570494,0.000344730321112443
"8952",8952,0.942361,135.00827,0.348703,0.223441,7.8e-05,4675.552,0.568468,0.00012,466.3579,0.538048,0.000106,0,0.074853,0.000109,0.942361,135.00827,0.348703,0.223441,7.8e-05,3.03877229677645e-59,0.128933512087693,0.0001343947644842,2.59845572966668e-61,0.107774009688585,0.000120364701283641,2.21215275358526e-64,0.0535814417180066,0.00010428938869351
"8953",8953,1.218066,93.85217,0.289805,0.252653,2.6e-05,27345.82,0.578402,0.000138,25894.83,0.57103,0.000147,5921.259,0.528549,0.000278,1.218066,93.85217,0.289805,0.252653,2.6e-05,24113.5100960555,0.562717309339079,0.000164627645569037,20259.3956536196,0.550946586352894,0.000200007698575122,1.46290421913596e-25,0.272934705572401,0.00046959080249764
"8954",8954,2.321856,54.0241,0.103693,0.098717,4.5e-05,46714.04,0.588433,0.000145,46423.38,0.584461,0.000148,45098.6,0.572697,0.000175,2.321856,54.0241,0.103693,0.098717,4.5e-05,45656.2863572978,0.580293157234772,0.000152792500695737,45201.6304026791,0.576290098069216,0.000160988400697557,44201.0347425292,0.569050900403843,0.000196601890353844
"8955",8955,2.181836,134.14718,0.106552,0.38762,3e-05,54035.05,0.595608,0.00011,53892.76,0.593818,0.000112,53121.75,0.584893,0.000244,2.181836,134.14718,0.106552,0.38762,3e-05,54511.019698353,0.592504950730523,0.000117403706764792,54455.0549267863,0.591349657387402,0.000131118318915171,66.8693244845189,0.452987187813389,0.000534658064537224
"8956",8956,2.251425,31.76183,0.236193,0.124508,3.2e-05,57609.37,0.583432,0.000215,57226.18,0.578658,0.000218,55438.38,0.563742,0.000239,2.251425,31.76183,0.236193,0.124508,3.2e-05,56889.868756987,0.573796828784808,0.000223184145637338,56290.346834926,0.568799595117457,0.00023004515261027,54832.9587221028,0.558984560683531,0.000253286362294089
"8957",8957,1.664809,128.29065,0.201992,0.175988,6.6e-05,19039.57,0.58387,8.1e-05,18274.73,0.577187,9.1e-05,19864.35,0.599493,8.8e-05,1.664809,128.29065,0.201992,0.175988,6.6e-05,17026.2652961748,0.5689498145448,0.000111211413718779,13425.8985784856,0.552331274648286,0.000166246935786816,4.75948035222675e-34,0.091742928441885,0.000465783668124816
"8958",8958,1.216215,72.33704,0.197827,0.366863,6.7e-05,9588.166,0.554475,0.000141,8717.135,0.545285,0.000136,3385.521,0.503079,0.000265,1.216215,72.33704,0.197827,0.366863,6.7e-05,7677.30875954231,0.535589344268767,0.000143966973980131,6331.07959417218,0.523995974444668,0.000170392434090312,28.8999618072415,0.596337267139055,0.000280780951362396
"8959",8959,1.970573,131.79689,0.23066,0.357572,2.9e-05,47461.53,0.594028,0.000109,47200.2,0.591558,0.000113,41312.69,0.572734,0.000331,1.970573,131.79689,0.23066,0.357572,2.9e-05,46813.9463061522,0.589235651153274,0.00012048271782582,46469.4418254171,0.586686477317522,0.000144179253555094,3.49379856353882e-11,0.433441792868555,0.000147111656757559
"8960",8960,0.984454,127.4957,0.180195,0.034901,8.2e-05,8201.514,0.569289,0.000105,6630.855,0.554169,0.000104,0,0.086337,0.000163,0.984454,127.4957,0.180195,0.034901,8.2e-05,3905.99020679375,0.531881213250294,0.000108834109398771,7.00410521224279e-28,0.133593703323383,0.000258059080169844,2.99609212739514e-31,0.0595630735627039,0.000144095235418252
"8961",8961,1.530815,96.62139,0.303899,0.029183,1.2e-05,103909.5,0.596537,0.00019,103740.5,0.594975,0.000192,103282.4,0.5911,0.000217,1.530815,96.62139,0.303899,0.029183,1.2e-05,101749.709212737,0.593320029765609,0.000193370396756611,101558.950958244,0.592011399861389,0.000199626391835671,101432.429188931,0.587722061008254,0.00029392652784411
"8962",8962,1.181318,55.36582,0.201779,0.184152,4.8e-05,15847.61,0.556694,0.000161,14975.11,0.548757,0.000161,10535.98,0.516948,0.000222,1.181318,55.36582,0.201779,0.184152,4.8e-05,13760.9374589792,0.539979351060751,0.00016756150576599,12377.0142696955,0.529812281479658,0.000184847005912601,6239.04609690311,0.492426285758072,0.000314180128241588
"8963",8963,2.098174,64.88701,0.116381,0.006531,1.4e-05,142351.7,0.597657,0.00023,142293,0.596596,0.00023,142096,0.594068,0.000236,2.098174,64.88701,0.116381,0.006531,1.4e-05,143012.139000142,0.595625554844008,0.000231969044958105,142939.04780525,0.594758200590044,0.000233633099381494,142893.279684406,0.593708498257786,0.000242018486129449
"8964",8964,1.503242,80.75514,0.292155,0.199538,5.3e-05,18471.67,0.573282,0.000113,17473.26,0.565272,0.000119,9963.416,0.526437,2e-04,1.503242,80.75514,0.292155,0.199538,5.3e-05,15987.2702457926,0.556183787347879,0.000129890167333118,13895.5077601266,0.544705992199937,0.000152055198203725,1.52988228225705,0.453480399759654,0.000230954652090975
"8965",8965,1.707086,121.31415,0.236436,0.007452,8e-05,17771.25,0.583731,7.5e-05,17107.88,0.577182,8.3e-05,474.6424,0.524471,0.000449,1.707086,121.31415,0.236436,0.007452,8e-05,16035.3900834184,0.56930525702809,9.96209729241423e-05,13456.5423391463,0.555224952174763,0.000142037814517798,0.150692748737553,0.432756660311432,9.39285380697896e-05
"8966",8966,2.115888,118.52737,0.263179,0.33839,4.8e-05,30422.57,0.589903,9.1e-05,30000.85,0.585905,9.6e-05,21535.01,0.554584,0.000273,2.115888,118.52737,0.263179,0.33839,4.8e-05,29402.3137495062,0.581614366269013,0.000107801743942004,28371.8685483598,0.575858617403546,0.00013836988159425,9.25812399185766e-24,0.259113396754887,0.000349679178536928
"8967",8967,2.316488,95.08211,0.209788,0.195563,6.2e-05,29597.62,0.589103,9.1e-05,29261.75,0.585036,9.6e-05,27087.18,0.569496,0.000163,2.316488,95.08211,0.209788,0.195563,6.2e-05,28955.6753273359,0.58092224772676,0.000103648615373342,28363.3191424459,0.576417721402604,0.000120164828681439,16399.4041599853,0.532975678795697,0.000344516676670462
"8968",8968,0.698313,81.57826,0.254711,0.063282,8.5e-05,980.6691,0.519838,0.000177,0,0.15394,0.000445,0,0.080334,0.000162,0.698313,81.57826,0.254711,0.063282,8.5e-05,1.11690060518416e-40,0.119595167751876,0.00019016851855024,1.3326604330189e-41,0.10465327039077,0.000165192448752457,2.60781576087477e-43,0.0712562313933494,0.000160015770691044
"8969",8969,2.413833,76.87752,0.215483,0.143536,2.3e-05,86890.91,0.596473,0.000161,86792.75,0.594929,0.000162,86467.59,0.591227,0.000173,2.413833,76.87752,0.215483,0.143536,2.3e-05,87804.5095187046,0.59357711422246,0.000164519240646232,87686.8586949023,0.592338255263854,0.000167671926389951,87577.9750346977,0.590359304727744,0.000190443710950882
"8970",8970,2.160122,100.87783,0.323901,0.343896,6.1e-05,23084.81,0.584866,8.9e-05,22490.66,0.579272,9.4e-05,15050.12,0.544351,0.000204,2.160122,100.87783,0.323901,0.343896,6.1e-05,21562.4978844986,0.572831915841346,0.000106344196674363,20033.2019139052,0.564308237114743,0.000132480813228906,0.0340826319946528,0.442530824118357,0.000161896686846185
"8971",8971,1.618918,46.72164,0.361658,0.02964,2e-06,567194.9,0.599483,0.000618,567183.7,0.599223,0.000618,567133.5,0.598476,0.000619,1.618918,46.72164,0.361658,0.02964,2e-06,638696.227965611,0.599215698025722,0.000655751228845035,638684.975221368,0.59902278601794,0.000655867422872112,638670.369021402,0.598715626982467,0.000656297495225398
"8972",8972,2.480437,125.08608,0.371349,0.137434,3.1e-05,62568.04,0.597333,0.000105,62496.18,0.596134,0.000106,62357.57,0.592533,0.000136,2.480437,125.08608,0.371349,0.137434,3.1e-05,62450.5325297297,0.595085810707502,0.000107841229354378,62400.9735285124,0.594235282861218,0.000112390917163125,0.000851409336235236,0.433263275490536,8.83683151352177e-05
"8973",8973,2.280248,109.94572,0.15016,0.18306,1.8e-05,107057.6,0.598392,0.000155,107023.1,0.597666,0.000155,107018.9,0.596362,0.000163,2.280248,109.94572,0.15016,0.18306,1.8e-05,106986.579306273,0.597061023211136,0.00015596476401795,106975.312579874,0.5966823743429,0.000157636310490476,107471.919349679,0.59408132466344,0.000220902128031282
"8974",8974,2.416895,41.14477,0.144712,0.088302,7.4e-05,28477.92,0.577747,0.000132,28113.63,0.57206,0.000135,26466.04,0.554034,0.000159,2.416895,41.14477,0.144712,0.088302,7.4e-05,27717.3421645207,0.566210699948734,0.000140081561685683,27164.9846328845,0.560172883329195,0.000147608861447554,25806.9379286363,0.547943259390954,0.00017591568191684
"8975",8975,1.756143,75.97647,0.242471,0.126354,8.6e-05,15107.58,0.572211,9.6e-05,14395.72,0.564214,0.000101,9760.295,0.528927,0.000164,1.756143,75.97647,0.242471,0.126354,8.6e-05,13465.9208808278,0.555586285848633,0.000109704210871019,12128.3096685603,0.545028965108174,0.000127097578175091,3190.95016233967,0.48910442317826,0.000231664192950352
"8976",8976,1.047477,64.24867,0.274643,0.02627,3.1e-05,21939.93,0.566242,0.000162,20682.6,0.558312,0.000166,13273.09,0.525195,0.000239,1.047477,64.24867,0.274643,0.02627,3.1e-05,19334.8712144236,0.549917901653717,0.000176883156778018,17079.1649975223,0.539544333471204,0.00019702511694904,684.618142499903,0.48778651584649,0.000348646312664518
"8977",8977,2.205217,113.56423,0.216388,0.310015,1.6e-05,101788,0.597987,0.000157,101731.4,0.597078,0.000158,101722.7,0.595247,0.000172,2.205217,113.56423,0.216388,0.310015,1.6e-05,102790.23104556,0.59637289805379,0.000159726703711216,102770.860605956,0.595872393470293,0.000162495102613262,103540.780118194,0.58988285074737,0.000327200412720566
"8978",8978,2.18706,125.6056,0.179703,0.313507,9.1e-05,17520.17,0.585,7e-05,16977.37,0.578988,7.8e-05,214.9333,0.48095,0.000165,2.18706,125.6056,0.179703,0.313507,9.1e-05,16111.6088550694,0.571794144727829,9.39998795252439e-05,13966.3309848569,0.558805947959121,0.000137490467896797,15.6267241445128,0.459439309140251,0.00013584962248426
"8979",8979,1.543461,125.72631,0.323141,0.267324,4.3e-05,22504.82,0.583692,9.4e-05,21434.49,0.576916,0.000104,0,0.56658,0.000585,1.543461,125.72631,0.323141,0.267324,4.3e-05,19315.4277161094,0.567921412242611,0.000124796015414896,13927.3753727737,0.550969828755425,0.000179485325860273,2.39214220830601e-57,0.110215100253682,0.000840696352224294
"8980",8980,0.797445,82.41993,0.156071,0.22528,8e-05,4635.402,0.543898,0.000197,3837.476,0.532095,0.000148,0,0.103777,0.000244,0.797445,82.41993,0.156071,0.22528,8e-05,3433.98258735319,0.525884135330354,0.000110907895271222,1.14783055509925e-21,0.141841007015781,0.000315306398153797,2.96870405344615e-23,0.0894593308454622,0.000232191735226889
"8981",8981,0.669133,79.74817,0.305175,0.395586,6.4e-05,0,0.124924,0.00034,0,0.116366,0.00023,0,0.071101,0.000144,0.669133,79.74817,0.305175,0.395586,6.4e-05,2.06943282818175e-51,0.10688125801425,0.000164232816950389,3.26345975584927e-52,0.0945918920236087,0.000150553234382295,1.36591713550325e-53,0.0637101230974418,0.000140746483656751
"8982",8982,2.149133,97.61931,0.393482,0.16692,6.4e-05,23763.26,0.58599,8.5e-05,23243.44,0.580788,9e-05,17660.15,0.552004,0.00018,2.149133,97.61931,0.393482,0.16692,6.4e-05,22588.4001986197,0.575008214152449,0.000100411427295427,21338.8007852889,0.567571792398941,0.000121595161643884,2.74657087503741,0.492342297861183,0.000266461555925281
"8983",8983,2.492443,125.07362,0.217921,0.252503,5.8e-05,33197.3,0.593196,8.1e-05,32989.87,0.590456,8.4e-05,30137.79,0.572973,0.000217,2.492443,125.07362,0.217921,0.252503,5.8e-05,32868.8981223143,0.587917642973892,9.07791134809574e-05,32558.5232621498,0.585067128628942,0.000108723678388004,9.98076915747421e-19,0.289208526741389,0.00091398689580403
"8984",8984,1.400378,116.48031,0.233851,0.19739,2.9e-05,34183.65,0.587294,0.000118,33402.55,0.582317,0.000126,10122.84,0.539822,0.000352,1.400378,116.48031,0.233851,0.19739,2.9e-05,32604.7721740541,0.576890572343659,0.0001445365114203,30339.4215963206,0.568893312530593,0.000190519667529461,5.34377829097166e-23,0.245889298787457,0.000299121200487271
"8985",8985,0.851447,40.89711,0.343537,0.382914,4.6e-05,5032.111,0.539568,0.000215,4572.706,0.533184,0.000203,0,0.183593,0.000454,0.851447,40.89711,0.343537,0.382914,4.6e-05,0.197424616431937,0.531819692898813,0.000239813515102421,1.31608152283187e-22,0.587047943202455,0.00054013793882169,1.73203878842264e-43,0.155750937557239,0.000311044684830799
"8986",8986,1.610698,133.47538,0.303988,0.369985,9.9e-05,8754.367,0.572723,7.8e-05,7223.11,0.558855,8.3e-05,0,0.122177,0.000351,1.610698,133.47538,0.303988,0.369985,9.9e-05,5239.36572848013,0.544510081786955,9.98848022307367e-05,360.886490763756,0.517465867442063,0.000129283638557648,1.24424090939892e-54,0.0653253417123405,0.000150590729100247
"8987",8987,1.993489,137.90695,0.342689,0.023657,7.6e-05,21031.69,0.588969,6.7e-05,20590.16,0.584368,7.3e-05,0,0.293531,0.000337,1.993489,137.90695,0.342689,0.023657,7.6e-05,19983.5942898261,0.57896712862057,8.69620000522386e-05,17867.8493657869,0.56784701376251,0.000133502466245001,4.3928955564113e-62,0.0652172427170517,0.000210302715520822
"8988",8988,1.00546,72.73906,0.112216,0.026277,6e-05,12760.08,0.56001,0.000144,11822.98,0.550532,0.000143,7753.201,0.518178,0.00023,1.00546,72.73906,0.112216,0.026277,6e-05,10843.8836983538,0.541181077500952,0.00015262287788588,9494.66189952806,0.530399995671862,0.000176233792911904,14210.85687556,0.573661647018996,0.000568490173195306
"8989",8989,1.416291,53.16928,0.159071,0.057243,5e-06,243725,0.59731,0.00041,243606,0.596089,0.000411,243132.9,0.592836,0.00042,1.416291,53.16928,0.159071,0.057243,5e-06,247516.539940807,0.595014366084364,0.00041633748687531,247350.73719085,0.593924684463866,0.000418963914879129,247156.320405737,0.592362682968848,0.000430071491808026
"8990",8990,2.386068,99.03706,0.156997,0.084233,4.9e-05,43330.05,0.593867,1e-04,43161.94,0.591399,0.000102,42531.84,0.584711,0.000139,2.386068,99.03706,0.156997,0.084233,4.9e-05,42997.1946487096,0.589101434939821,0.00010669148867365,42800.1577298275,0.587090468316145,0.000115472438902608,40216.8490910555,0.57208763371773,0.000291696512195517
"8991",8991,0.728182,35.42778,0.368089,0.021033,3.2e-05,1081.659,0.549414,0.000212,55.40579,0.538108,0.000212,0,0.178624,0.000471,0.728182,35.42778,0.368089,0.021033,3.2e-05,9.07063957659397e-09,0.538440901984748,0.00030558632052217,1.63848863981022e-28,0.584904469925565,0.000754202954486664,3.25274603504323e-47,0.153568848141097,0.000326338820653732
"8992",8992,1.965123,35.42762,0.101135,0.149607,3.6e-05,47024.91,0.579598,0.000202,46578.12,0.574261,0.000206,44560.39,0.557551,0.000234,1.965123,35.42762,0.101135,0.149607,3.6e-05,45657.1524417803,0.568589068985539,0.000211638186484061,44978.7286113443,0.562959459991441,0.000220496292382712,43356.8469783279,0.551905044585954,0.000251473540858098
"8993",8993,1.527248,103.24692,0.250096,0.333178,6.8e-05,13284.21,0.57229,9.7e-05,12077.8,0.562178,0.000103,74.35075,0.513105,0.00044,1.527248,103.24692,0.250096,0.333178,6.8e-05,10518.5622585143,0.551094620076675,0.000117503086430679,7559.07854747982,0.534402058067418,0.000151843209654484,4.59595726505106e-23,0.256085743580899,0.000505213945336032
"8994",8994,1.59447,66.04222,0.216387,0.131762,8.7e-05,13169.8,0.564625,0.000108,12462.25,0.55621,0.000111,8590.2,0.521953,0.000168,1.59447,66.04222,0.216387,0.131762,8.7e-05,11575.2833813009,0.547302875367544,0.000118054484963169,10397.0757118399,0.536651280308099,0.000133678918470972,4040.87804217475,0.48790660569045,0.000241658336364115
"8995",8995,1.275002,52.40484,0.316543,0.108911,7.3e-05,9850.898,0.54761,0.000139,9211.113,0.540226,0.000136,6136.13,0.510872,0.000196,1.275002,52.40484,0.316543,0.108911,7.3e-05,8410.44408503547,0.532068540767288,0.00014051840702187,7449.27827066147,0.522668433165661,0.000155565556498603,84.7521121345156,0.473025574132672,0.000416814464300583
"8996",8996,2.397415,139.10117,0.35441,0.247121,9.4e-05,17910.29,0.587926,6.1e-05,17452.74,0.582846,6.7e-05,0,0.291163,0.000282,2.397415,139.10117,0.35441,0.247121,9.4e-05,16698.6424931439,0.576518884397883,8.17868863184296e-05,14061.6710598503,0.562179793645814,0.000130796118061678,1.94240023403459e-64,0.0597918593206964,0.000166544394628465
"8997",8997,0.712571,132.69254,0.165101,0.210978,8.1e-05,4874.036,0.570939,0.000146,0,0.181249,0.00086,0,0.064288,0.000115,0.712571,132.69254,0.165101,0.210978,8.1e-05,1.70939502099675e-26,0.115918134688205,0.000133817018510933,1.94091833625827e-27,0.0965006597318293,0.000121605677204647,3.59694506880241e-29,0.0461597395832017,0.000109270287611861
"8998",8998,1.71491,87.28288,0.177133,0.254004,9.9e-05,12011.25,0.569886,9.1e-05,11201.3,0.560462,9.6e-05,5263.068,0.512283,0.000186,1.71491,87.28288,0.177133,0.254004,9.9e-05,10159.851612253,0.550456604597313,0.00010614363058982,8575.09385219066,0.537208841204102,0.00012945644054597,13379.5141126142,0.597188649387985,0.000229493237094285
"8999",8999,0.570164,111.99568,0.100791,0.215303,4.8e-05,7044.02,0.566377,0.000228,4216.106,0.537882,0.000188,0,0.061809,0.000163,0.570164,111.99568,0.100791,0.215303,4.8e-05,1.05460665422332e-14,0.120134952153542,0.000250160730060784,2.85910749091185e-15,0.0957477002799565,0.00019220501257698,2.22206199628138e-16,0.0474560367751199,0.0001531150964925
"9000",9000,1.331827,142.41231,0.211606,0.367754,2.8e-05,30653.8,0.586806,0.000112,29607.22,0.581194,0.000124,0,0.272022,0.000252,1.331827,142.41231,0.211606,0.367754,2.8e-05,27115.804569043,0.573530753710059,0.000154239956667256,18907.8629254762,0.556088491731307,0.000254156585765585,1.55291243832971e-37,0.0498273583288212,0.000228083705154388
"9001",9001,2.189289,143.90531,0.283189,0.190817,6.7e-05,24959.46,0.59113,7.1e-05,24627.65,0.587483,7.5e-05,0,0.354676,0.002169,2.189289,143.90531,0.283189,0.190817,6.7e-05,24037.2230725147,0.583402146308578,8.74834600585662e-05,22662.4665877181,0.575374766078267,0.000133591669896577,3.59585781191587e-51,0.0519325159118379,0.000163315000199047
"9002",9002,2.379812,104.96371,0.126753,0.33231,5.6e-05,32687.67,0.590677,9.3e-05,32393.68,0.587114,9.8e-05,30403.35,0.57296,0.000183,2.379812,104.96371,0.126753,0.33231,5.6e-05,31877.3742313118,0.58350732154828,0.000105615372194122,31402.904172556,0.57978122879442,0.000124201266147839,5143.17281479931,0.498003807362764,0.00037736771660319
"9003",9003,0.840185,34.39689,0.301503,0.066473,6.7e-05,6405.779,0.544959,0.00022,6166.801,0.539801,0.000225,0,0.204468,0.000495,0.840185,34.39689,0.301503,0.066473,6.7e-05,6229.36025321203,0.542293274211145,0.000323246373260954,1.25447660711979e-15,0.574263095400291,0.00123985031571494,1.93831113380393e-30,0.169826499993852,0.000315497880367921
"9004",9004,2.090823,32.46619,0.396743,0.272006,1e-04,12229.03,0.545463,0.000133,11835.11,0.539111,0.000132,9873.886,0.512658,0.000151,2.090823,32.46619,0.396743,0.272006,1e-04,11283.6429423955,0.531660235911821,0.00013447126168421,10658.022629493,0.523098610159195,0.000140299783300728,8619.86591914836,0.498470039973368,0.000170378984182813
"9005",9005,1.774311,115.22871,0.103087,0.130978,4.9e-05,31468.43,0.589506,9.7e-05,31075.26,0.585509,0.000103,26245.48,0.562196,0.000262,1.774311,115.22871,0.103087,0.130978,4.9e-05,30365.7307457156,0.581327198940824,0.000114761744110574,29594.9987385141,0.576427757863209,0.000144641566032087,2.44618798940322e-06,0.327617763727733,0.00193618182254066
"9006",9006,2.17547,69.31857,0.102191,0.015902,1.1e-05,198821.7,0.598916,0.000258,198802.9,0.598405,0.000258,198751.1,0.597274,0.00026,2.17547,69.31857,0.102191,0.015902,1.1e-05,189959.930219758,0.597739339426928,0.000253036455433986,189936.068877963,0.597309042548509,0.000253653757569251,189944.01342818,0.596865595707418,0.000256936955802654
"9007",9007,1.393273,82.99352,0.152862,0.03727,4.3e-05,27356.12,0.580762,0.000124,26604.78,0.574474,0.000131,21259.42,0.54744,0.000225,1.393273,82.99352,0.152862,0.03727,4.3e-05,25648.5858085809,0.567737237567237,0.000144691612688762,24201.9609268063,0.55993698538235,0.000169458993903282,13178.4267485246,0.520058741545454,0.000345770063675926
"9008",9008,0.886909,76.8625,0.3427,0.166083,2.5e-05,13755.01,0.557055,0.000167,11797.93,0.548461,0.000164,0,0.498113,0.000185,0.886909,76.8625,0.3427,0.166083,2.5e-05,9167.30574449179,0.538673576550654,0.000172841978304134,819.194022425554,0.515613549269638,0.000195010076592285,2.01834897902012e-32,0.597453990056177,0.000234340349979752
"9009",9009,2.396725,132.21564,0.363158,0.128852,8.4e-05,21992.53,0.590247,6.5e-05,21661.08,0.586258,6.9e-05,89.22749,0.519667,0.00024,2.396725,132.21564,0.363158,0.128852,8.4e-05,21133.2799637486,0.581761531434879,7.95406563659873e-05,19984.2886579466,0.574180534697039,0.000112093678077227,8.11482088674047e-65,0.0995333466884891,0.000586288708200406
"9010",9010,1.85014,137.05208,0.335296,0.321547,5.9e-05,19594.68,0.585139,7.8e-05,18751.45,0.578699,8.7e-05,0,0.273658,0.000179,1.85014,137.05208,0.335296,0.321547,5.9e-05,17193.517288965,0.570076604197295,0.000107801515528203,11535.266306338,0.55001263988847,0.000168614834113255,6.08438384083116e-61,0.0602666046905819,0.000204371725138127
"9011",9011,2.221953,77.99396,0.274138,0.373812,9.2e-05,15478.4,0.574744,8.9e-05,14829.36,0.567181,9.4e-05,10212.36,0.53211,0.000155,2.221953,77.99396,0.274138,0.373812,9.2e-05,13934.1867468247,0.558803581386086,0.00010289606945659,12650.9499926312,0.548595126447653,0.000119594139501122,4550.16074478596,0.498290432759116,0.000210915853031367
